round	path	sha256	classification	note
19	rounds/B699-D-i3-round19-odd-endpoint-polyheight-20260922/sources/ROUND10_PROOFS.md	25f85e80bcc4b8d312e4fdb65b2139e359dc45e55add8187674e46e335dc9754	pre_session_historical_dependency_snapshot	仅保留原轮次 ZIP 内已有历史源快照；不是本会话生成的 Round 10/11/12 研究交付。
19	rounds/B699-D-i3-round19-odd-endpoint-polyheight-20260922/sources/ROUND11_PROOFS.md	61415060069cd580a3de7789579b63e043369d7f4fcd8a860acaabc53553d1f8	pre_session_historical_dependency_snapshot	仅保留原轮次 ZIP 内已有历史源快照；不是本会话生成的 Round 10/11/12 研究交付。
19	rounds/B699-D-i3-round19-odd-endpoint-polyheight-20260922/sources/ROUND15_PROOFS.md	f7aefc24cba2c2391450424e6221aaf728db8c3de8cb165d0197053e97923a89	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
19	rounds/B699-D-i3-round19-odd-endpoint-polyheight-20260922/sources/ROUND16_PROOFS.md	6092555c5ec30cc25b7c99a902607ecc26824987fef33c1c63a94c38d725cd1e	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
19	rounds/B699-D-i3-round19-odd-endpoint-polyheight-20260922/sources/ROUND18_HANDOFF.md	acacefc55414c2e12b2808810fbf30280445bb1e839c7c28b5632391a0192cf9	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
20	rounds/B699-D-i3-round20-cubic-A-central-closure-20260924/sources/OVERVIEW-2026-09-22.md.txt	4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5	user_supplied_shared_navigation_snapshot	原轮次包内已附输入快照，不计为本会话新研究轮次；未另外加入 Project 导航原件。
20	rounds/B699-D-i3-round20-cubic-A-central-closure-20260924/sources/ROUND10_PROOFS.md	25f85e80bcc4b8d312e4fdb65b2139e359dc45e55add8187674e46e335dc9754	pre_session_historical_dependency_snapshot	仅保留原轮次 ZIP 内已有历史源快照；不是本会话生成的 Round 10/11/12 研究交付。
20	rounds/B699-D-i3-round20-cubic-A-central-closure-20260924/sources/ROUND11_PROOFS.md	61415060069cd580a3de7789579b63e043369d7f4fcd8a860acaabc53553d1f8	pre_session_historical_dependency_snapshot	仅保留原轮次 ZIP 内已有历史源快照；不是本会话生成的 Round 10/11/12 研究交付。
20	rounds/B699-D-i3-round20-cubic-A-central-closure-20260924/sources/ROUND19_FAILURES.md	81fa664b89d267a952fb34fec7ee17817ea3e51234963a2a3c573ce2333d1803	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
20	rounds/B699-D-i3-round20-cubic-A-central-closure-20260924/sources/ROUND19_HANDOFF.md	c4b9dfe4860b40a918529615563465d77d6d4d24cc466250c5ac3e41b130555e	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
20	rounds/B699-D-i3-round20-cubic-A-central-closure-20260924/sources/ROUND19_PROOFS.md	56859119919754f38bc734140d5638817860dcd35261605481b93709412d4020	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
20	rounds/B699-D-i3-round20-cubic-A-central-closure-20260924/sources/ROUND19_REPORT.md	8e0cef1ea61399f1164fc09aa96db962682f1f1b17d1c3026809a84c44520ef5	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
20	rounds/B699-D-i3-round20-cubic-A-central-closure-20260924/sources/SOURCE_REGISTRY.json	bdcca284d4658137cb89f8d3c648ab30d44ba439a48c3f56a2db79ee2cbd2364	source_adoption_metadata_or_theorem_interface	随本轮原证据包保存的来源说明/接口/注册表，未在本次归档补充外部材料。
21	rounds/B699-D-i3-round21-negative-JB-cone-closure-20260924/sources/OVERVIEW-2026-09-22.md.txt	4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5	user_supplied_shared_navigation_snapshot	原轮次包内已附输入快照，不计为本会话新研究轮次；未另外加入 Project 导航原件。
21	rounds/B699-D-i3-round21-negative-JB-cone-closure-20260924/sources/REGISTRY.json	9bafebf55215e8f60bfa0327572fcff8b138b02993daf1031df36ec8e176c1fd	source_adoption_metadata_or_theorem_interface	随本轮原证据包保存的来源说明/接口/注册表，未在本次归档补充外部材料。
21	rounds/B699-D-i3-round21-negative-JB-cone-closure-20260924/sources/ROUND10_PROOFS.md	25f85e80bcc4b8d312e4fdb65b2139e359dc45e55add8187674e46e335dc9754	pre_session_historical_dependency_snapshot	仅保留原轮次 ZIP 内已有历史源快照；不是本会话生成的 Round 10/11/12 研究交付。
21	rounds/B699-D-i3-round21-negative-JB-cone-closure-20260924/sources/ROUND19_PROOFS.md	56859119919754f38bc734140d5638817860dcd35261605481b93709412d4020	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
21	rounds/B699-D-i3-round21-negative-JB-cone-closure-20260924/sources/ROUND20_FAILURES.md	f6fabe44ca5132080fc22ff7847efbfec8889ea6b99cf94ac7b45f447b778a8d	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
21	rounds/B699-D-i3-round21-negative-JB-cone-closure-20260924/sources/ROUND20_HANDOFF.md	c144c64190bbb2653231264cc14cbd0330089035c42da82971d96a1b350bed5d	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
21	rounds/B699-D-i3-round21-negative-JB-cone-closure-20260924/sources/ROUND20_PROOFS.md	57fd64b4ce5f2ad8eff813d8c8b424cd77e82367b87a5b3e93c47c5da5c569a7	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
22	rounds/B699-D-i3-round22-remainder-septic-cone-20260924/sources/OVERVIEW-2026-09-22.md.txt	4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5	user_supplied_shared_navigation_snapshot	原轮次包内已附输入快照，不计为本会话新研究轮次；未另外加入 Project 导航原件。
22	rounds/B699-D-i3-round22-remainder-septic-cone-20260924/sources/REGISTRY.json	28719511920f9be0ee8f251e1689233a609a6322a524e1cd3e4efa18662fece6	source_adoption_metadata_or_theorem_interface	随本轮原证据包保存的来源说明/接口/注册表，未在本次归档补充外部材料。
22	rounds/B699-D-i3-round22-remainder-septic-cone-20260924/sources/ROUND20_PROOFS.md	57fd64b4ce5f2ad8eff813d8c8b424cd77e82367b87a5b3e93c47c5da5c569a7	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
22	rounds/B699-D-i3-round22-remainder-septic-cone-20260924/sources/ROUND21_FAILURES.md	0ed0edd0cdfc6b84b16b27eb09f6cf4acab336fc6a71f21852028faa9a76738c	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
22	rounds/B699-D-i3-round22-remainder-septic-cone-20260924/sources/ROUND21_HANDOFF.md	0b22df201b0b475b3e549adcfbe67d0f9bad3a07af241dfebcd97b0b8e915ca1	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
22	rounds/B699-D-i3-round22-remainder-septic-cone-20260924/sources/ROUND21_PROOFS.md	9e9b68fe4ce42d058e44f5199d71c7d1b021a504bfd6798c6ff835cb40c8ec11	earlier_round_in_this_session_or_its_source_record	本会话前轮快照或其哈希/证书采纳记录，保留版本而不替换。
